2000528,70	0,1363,1,0,1,98,0,4140,4140,4140,4140 0,1720,1,0,1,98,0,4140,4140,4140,4140 0,2115,1,0,1,98,0,4253,4253,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,2613,1,0,1,0,0,0,0,0,0 0,5096,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,98,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,7170,1,0,1,0,0,0,0,0,0 0,8001,1,0,1,0,0,0,0,0,0 0,8001,1,0,1,0,0,0,0,0,0 0,8001,1,0,0,0,0,0,0,0,0 0,8001,1,0,1,0,0,0,0,0,0 0,8001,1,0,1,0,0,0,0,0,0 0,8002,1,0,1,0,0,0,0,0,0 0,8002,1,0,1,0,0,0,0,0,0 0,8002,1,0,1,0,0,0,0,0,0 0,8002,1,0,1,0,0,0,0,0,0 0,8003,1,0,1,0,0,0,0,0,0 0,8003,1,0,0,0,0,0,0,0,0 0,8003,1,0,0,0,0,0,0,0,0 0,8003,1,0,1,98,0,0,0,0,0 0,8004,1,0,1,0,0,0,0,0,0 0,8004,1,0,1,0,0,0,0,0,0 0,8005,1,0,1,0,0,0,0,0,0 0,8005,1,0,0,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8008,1,0,1,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8009,1,0,1,0,0,0,0,0,0 0,8009,1,0,1,0,0,0,0,0,0 0,8009,1,0,1,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8010,1,0,1,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8011,1,0,1,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15016,1,0,1,0,0,0,0,0,0 0,15016,1,0,1,0,0,0,0,0,0 0,15031,1,0,1,0,0,0,0,0,0 0,15031,1,0,1,0,0,0,0,0,0 	
2000529,53	0,526,1,0,1,0,0,0,0,0,0 0,984,3,0,1,0,0,0,0,0,0 0,1140,1,0,1,98,0,0,0,0,0 0,1223,1,0,0,0,0,0,0,0,0 0,1261,1,0,1,98,0,4140,4140,4140,4140 0,1473,1,0,1,0,0,4140,4140,4140,4140 0,1527,1,0,1,0,0,4140,4140,4043,4043 0,1528,1,0,1,98,0,4140,4140,4140,4140 0,1529,1,0,1,0,0,4140,4140,4043,4043 0,1552,1,0,0,0,0,0,0,0,0 0,2104,1,0,1,0,0,0,0,0,0 0,2104,1,0,1,98,0,4253,4253,0,0 0,2324,1,0,0,0,0,0,0,0,0 0,2327,1,0,1,98,0,4119,4315,4194,4061 0,2336,1,0,1,98,0,4105,4189,4201,4194 0,2404,1,0,1,98,0,4160,4160,4100,4100 0,2502,1,0,0,0,0,0,0,0,0 0,2504,1,0,1,98,0,4129,4133,4133,4133 0,2615,1,0,1,98,0,4064,4064,4145,4064 0,2615,1,0,1,98,0,4064,4064,4145,4064 0,2621,1,0,1,98,0,4264,4331,4331,4264 0,2629,1,0,1,0,0,0,0,0,0 0,4253,2,0,1,0,0,0,0,0,0 0,5002,1,0,0,0,0,0,0,0,0 0,5008,1,0,0,0,0,0,0,0,0 0,5022,1,0,1,0,0,4288,4288,4288,4288 0,5081,1,0,1,98,0,4288,4288,4288,4288 0,8002,1,0,0,0,0,0,0,0,0 0,8003,1,0,1,0,0,0,0,0,0 0,8005,1,0,1,0,0,0,0,0,0 0,8005,1,0,0,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8012,1,0,1,0,0,0,0,0,0 0,8012,1,0,1,0,0,0,0,0,0 0,8012,1,0,1,0,0,0,0,0,0 0,8012,1,0,0,0,0,0,0,0,0 0,8020,1,0,1,98,0,0,0,0,0 0,9023,1,0,1,0,0,-256,433,0,0 0,9024,1,0,1,0,0,-256,440,0,0 0,9027,1,0,1,0,0,-256,425,0,0 0,10018,1,0,0,0,0,0,0,0,0 0,13006,1,0,1,98,0,0,0,0,0 0,13011,1,0,1,98,0,0,0,0,0 0,13013,1,0,1,98,0,0,0,0,0 0,13302,1,0,1,0,0,0,0,0,0 0,13303,1,0,1,0,0,0,0,0,0 	
2000532,13	0,1261,1,0,1,0,0,0,0,0,0 0,1264,1,0,1,0,0,4092,0,0,0 0,1265,1,0,1,0,0,0,0,0,0 0,2406,1,0,1,98,0,4160,4160,4160,4160 0,8002,1,0,1,0,0,0,0,0,0 0,8003,1,0,0,0,0,0,0,0,0 0,8004,1,0,0,0,0,0,0,0,0 0,8005,1,0,1,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,1,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 	
2001099,48	0,611,984,0,1,0,0,0,0,0,0 0,742,1,0,1,0,0,0,0,0,0 0,750,1,0,1,0,0,0,0,0,0 0,751,1,0,1,0,0,0,0,0,0 0,1131,1,0,1,0,0,0,0,0,0 0,1140,1,0,1,98,0,4035,4035,4035,4035 0,1140,1,0,1,98,0,4172,4140,4140,4140 0,1140,1,0,1,98,0,4172,4035,4035,4035 0,1232,1,0,1,0,0,0,0,0,0 0,1236,1,0,0,0,0,0,0,0,0 0,1255,1,0,1,98,0,4172,4140,4140,4140 0,1258,1,0,1,0,0,0,0,0,0 0,1261,1,0,1,98,0,4172,4140,4140,4140 0,1263,1,0,1,98,0,4172,4140,4140,4140 0,1265,1,0,1,98,0,4172,4140,4140,4140 0,1366,1,0,0,0,0,0,0,0,0 0,2256,1,0,1,0,0,0,0,0,0 0,2601,1,0,1,98,0,4073,4238,4079,4237 0,2601,1,0,1,98,0,4040,4103,4230,4272 0,5074,1,0,1,98,0,4258,4229,4161,4127 0,7005,6,0,1,0,0,0,0,0,0 0,7005,2,0,1,0,0,254,0,20592,2 0,7005,2,0,1,0,0,254,0,20036,2 0,7005,3,0,1,0,0,254,0,20749,2 0,7037,30,0,1,0,0,0,0,0,0 0,7199,1,0,1,0,0,0,0,0,0 0,7238,1,0,1,0,0,0,0,0,0 0,8004,1,0,1,0,0,0,0,0,0 0,8004,1,0,0,0,0,0,0,0,0 0,8005,1,0,0,0,0,0,0,0,0 0,8005,1,0,0,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,1,0,0,0,0,0,0 0,8008,1,0,1,98,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,1,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8010,1,0,1,0,0,0,0,0,0 0,10006,1,0,0,0,0,0,0,0,0 0,10008,1,0,0,0,0,0,0,0,0 0,10008,1,0,0,0,0,0,0,0,0 0,10020,1,0,1,0,0,0,0,0,0 	
2001100,32	0,603,3,0,1,0,0,0,0,0,0 0,617,4,0,1,0,0,0,0,0,0 0,923,2,0,1,0,0,0,0,0,0 0,968,7,0,1,0,0,0,0,0,0 0,984,14,0,1,0,0,0,0,0,0 0,985,20,0,1,0,0,0,0,0,0 0,995,3,0,1,0,0,0,0,0,0 0,1000,2,0,1,0,0,0,0,0,0 0,1009,4,0,1,0,0,0,0,0,0 0,1029,2,0,1,0,0,0,0,0,0 0,1133,1,0,1,0,0,0,0,0,0 0,1255,1,0,1,0,1,4268,4172,4172,4172 0,1525,1,0,0,0,0,0,0,0,0 0,1552,1,0,1,0,0,0,0,0,0 0,2337,1,0,1,0,1,4119,4141,4299,4216 0,2337,1,0,1,0,1,4135,4299,4216,4141 0,2514,1,0,1,0,0,4102,4102,4102,4102 0,2607,1,0,0,0,0,0,0,0,0 0,2627,1,0,0,0,0,0,0,0,0 0,5008,1,0,1,0,0,0,0,0,0 0,5016,1,0,1,0,1,4296,4296,4296,4296 0,7036,4,0,1,0,0,0,0,0,0 0,7037,4,0,1,0,0,0,0,0,0 0,7108,2,0,1,0,0,0,0,0,0 0,7113,3,0,1,0,0,0,0,0,0 0,7114,1,0,1,0,0,0,0,0,0 0,7211,1,0,1,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8008,1,0,1,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8012,1,0,1,0,0,0,0,0,0 0,10016,1,0,0,0,0,0,0,0,0 	
2000535,21	0,4121,1,0,1,0,0,0,0,0,0 0,4131,1,0,1,0,0,0,0,0,0 0,4137,2,0,1,0,0,0,0,0,0 0,4144,1,0,1,0,0,0,0,0,0 0,18013,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18030,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18032,1,0,1,0,0,0,0,0,0 0,18032,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 	
2000254,1	0,18031,1,0,1,98,0,0,0,0,0 	
2000255,19	0,537,30,0,1,0,0,0,0,0,0 0,634,10,0,1,0,0,0,0,0,0 0,642,9,0,1,0,0,0,0,0,0 0,668,50,0,1,0,0,0,0,0,0 0,1366,1,0,1,0,0,4057,4057,4057,4057 0,1369,1,0,1,98,0,4057,4057,4057,4057 0,2255,1,0,1,98,0,4052,4052,4052,4052 0,2301,1,0,1,0,0,0,0,0,0 0,2318,1,0,1,98,0,4003,4003,4003,4003 0,2647,1,0,1,0,0,4040,4040,4040,4040 0,2647,1,0,1,0,0,0,0,0,0 0,5003,1,0,1,0,0,0,0,0,0 0,5016,1,0,1,0,0,0,0,0,0 0,7199,15,0,1,0,0,0,0,0,0 0,9018,1,0,1,0,0,-256,193,0,0 0,9025,1,0,1,0,0,-256,200,0,0 0,10008,1,0,1,0,0,0,0,0,0 0,14015,1,0,1,0,0,0,0,0,0 0,15070,2,0,1,0,0,0,0,0,0 	
2000824,136	0,706,20,0,1,0,0,0,0,0,0 0,1132,1,0,1,0,0,4035,4035,4035,4035 0,1161,1,0,1,98,0,4035,4035,4035,4035 0,2116,1,0,1,98,0,4058,4058,0,0 0,2629,1,0,1,0,0,0,0,0,0 0,4003,3,0,1,0,0,0,0,0,0 0,4040,96,0,1,0,0,0,0,0,0 0,4146,1,0,1,0,0,0,0,0,0 0,5007,1,0,0,0,0,0,0,0,0 0,5013,1,0,1,0,0,0,0,0,0 0,5016,1,0,1,98,0,4010,4010,4010,4010 0,7005,22,0,1,0,0,0,0,0,0 0,8001,1,0,0,0,0,0,0,0,0 0,8001,1,0,0,0,0,0,0,0,0 0,8001,1,0,1,0,0,0,0,0,0 0,8002,1,0,0,0,0,0,0,0,0 0,8003,1,0,0,0,0,0,0,0,0 0,8004,1,0,1,0,0,0,0,0,0 0,8004,1,0,1,0,0,0,0,0,0 0,8004,1,0,0,0,0,0,0,0,0 0,8005,1,0,1,0,0,0,0,0,0 0,8005,1,0,0,0,0,0,0,0,0 0,8006,1,0,0,0,0,0,0,0,0 0,8006,1,0,1,0,0,0,0,0,0 0,8007,1,0,0,0,0,0,0,0,0 0,8007,1,0,0,0,0,0,0,0,0 0,8007,1,0,1,0,0,0,0,0,0 0,8007,1,0,0,0,0,0,0,0,0 0,8007,1,0,1,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8008,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8009,1,0,1,0,0,0,0,0,0 0,8009,1,0,0,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8010,1,0,0,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8011,1,0,1,0,0,0,0,0,0 0,8011,1,0,1,0,0,0,0,0,0 0,8011,1,0,0,0,0,0,0,0,0 0,8012,1,0,0,0,0,0,0,0,0 0,8016,1,0,1,0,0,0,0,0,0 0,8016,1,0,1,0,0,0,0,0,0 0,8016,1,0,1,0,0,0,0,0,0 0,8017,1,0,1,0,0,0,0,0,0 0,8017,1,0,1,0,0,0,0,0,0 0,8018,1,0,1,0,0,0,0,0,0 0,8018,1,0,1,0,0,0,0,0,0 0,8019,1,0,1,0,0,0,0,0,0 0,8019,1,0,1,0,0,0,0,0,0 0,8019,1,0,1,0,0,0,0,0,0 0,8020,1,0,1,98,0,4010,4010,4010,4010 0,14013,1,0,1,0,0,4040,4040,4040,4040 0,14013,1,0,1,0,0,0,0,0,0 0,14014,1,0,1,0,0,4040,4040,4040,4040 0,14014,1,0,1,0,0,0,0,0,0 0,14015,1,0,1,0,0,0,0,0,0 0,14015,1,0,1,0,0,0,0,0,0 0,14015,1,0,1,0,0,4040,4040,4040,4040 0,14015,1,0,1,0,0,0,0,0,0 0,14017,1,0,1,98,0,4040,4040,4040,4040 0,14018,1,0,1,0,0,4040,4040,4040,4040 0,14019,1,0,1,0,0,4040,4040,4040,4040 0,14020,1,0,1,0,0,0,0,0,0 0,14020,1,0,1,0,0,4040,4040,4040,4040 0,14021,1,0,1,98,0,4040,4040,4040,4040 0,14022,1,0,1,0,0,0,0,0,0 0,14022,1,0,1,0,0,0,0,0,0 0,14025,1,0,1,0,0,0,0,0,0 0,14027,1,0,1,0,0,0,0,0,0 0,14028,1,0,1,0,0,0,0,0,0 0,14030,1,0,1,0,0,4040,4040,4040,4040 0,14030,1,0,1,0,0,0,0,0,0 0,14032,1,0,1,98,0,0,0,0,0 0,14033,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15013,1,0,1,0,0,0,0,0,0 0,15014,1,0,1,0,0,0,0,0,0 0,15014,1,0,1,0,0,0,0,0,0 0,15014,1,0,1,0,0,0,0,0,0 0,15014,1,0,1,0,0,0,0,0,0 0,15014,1,0,1,0,0,0,0,0,0 0,15015,1,0,1,0,0,0,0,0,0 0,15015,1,0,1,0,0,0,0,0,0 0,15016,1,0,1,0,0,0,0,0,0 0,15016,1,0,1,0,0,0,0,0,0 0,15016,1,0,1,0,0,0,0,0,0 0,15029,1,0,1,0,0,0,0,0,0 0,15030,1,0,1,0,0,0,0,0,0 0,15030,1,0,1,0,0,0,0,0,0 0,15030,1,0,1,0,0,0,0,0,0 0,15031,1,0,1,0,0,0,0,0,0 0,15032,1,0,1,0,0,0,0,0,0 0,15366,1,0,1,0,0,0,0,0,0 0,15366,1,0,1,0,0,0,0,0,0 0,15367,1,0,1,0,0,0,0,0,0 0,15367,1,0,1,0,0,0,0,0,0 0,15368,1,0,1,0,0,0,0,0,0 0,15369,1,0,1,0,0,0,0,0,0 0,15370,1,0,1,0,0,0,0,0,0 0,15370,1,0,1,0,0,0,0,0,0 0,18028,1,0,1,0,0,0,0,0,0 0,18028,1,0,1,98,0,4003,4003,4003,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18029,1,0,1,0,0,0,0,0,0 0,18030,1,0,1,0,0,0,0,0,0 0,18030,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18031,1,0,1,0,0,0,0,0,0 0,18032,1,0,1,0,0,0,0,0,0 0,18032,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 0,18033,1,0,1,0,0,0,0,0,0 	
2000825,1	0,15046,1,0,1,0,0,0,0,0,0 	
